emp_no,title,salary
17916,Senior Engineer,65572
17925,Senior Engineer,47958
17968,Engineer,72186
17973,Senior Engineer,51947
17986,Staff,77587
17987,Staff,80776
17995,Senior Staff,40000
18006,Senior Staff,108512
18013,Senior Engineer,40000
18016,Senior Staff,50136
18018,Senior Staff,70282
18020,Senior Staff,40000
18024,Staff,57859
18030,Senior Engineer,55277
18061,Engineer,57737
18065,Senior Staff,52601
18068,Senior Engineer,66242
18075,Senior Engineer,44780
18080,Senior Engineer,40000
18086,Staff,74191
18095,Senior Staff,40000
18099,Technique Leader,48187
18108,Staff,76712
18109,Staff,70723
18123,Staff,40000
18130,Senior Staff,40000
18134,Senior Engineer,70424
18138,Senior Staff,62786
18155,Senior Engineer,40000
18181,Senior Staff,50366
18208,Senior Staff,70916
18210,Senior Engineer,40000
18212,Senior Staff,40000
18223,Senior Staff,48598
18230,Engineer,40000
18237,Engineer,40592
18242,Senior Engineer,62461
18250,Engineer,48469
18251,Senior Staff,58297
18261,Senior Engineer,40000
18274,Senior Staff,63753
18297,Senior Staff,56421
18310,Senior Engineer,41095
18316,Senior Engineer,54186
18322,Engineer,40000
18323,Senior Engineer,40000
18327,Engineer,68661
18333,Engineer,40520
18362,Engineer,56027
18369,Senior Staff,53188
18375,Senior Staff,41562
18376,Engineer,50047
18382,Senior Engineer,57540
18393,Senior Engineer,40205
18401,Staff,59818
18402,Senior Staff,45396
18403,Engineer,43239
18407,Senior Staff,67557
18427,Senior Staff,65998
18435,Staff,62089
18438,Engineer,41898
18443,Senior Staff,69107
18448,Senior Engineer,44353
18450,Senior Staff,59963
18454,Senior Staff,64815
18459,Senior Staff,40000
18468,Senior Engineer,40000
18478,Senior Engineer,40000
18492,Staff,66792
18503,Senior Engineer,66668
18511,Senior Engineer,40000
18521,Senior Engineer,61570
18532,Staff,52115
18542,Senior Engineer,48606
18547,Senior Engineer,40000
18571,Senior Engineer,70621
18573,Staff,88101
18580,Assistant Engineer,40000
18581,Senior Staff,99867
18612,Senior Staff,101395
18662,Staff,46998
18663,Senior Engineer,62505
18664,Senior Staff,55929
18666,Senior Staff,69504
18671,Senior Engineer,55188
18673,Engineer,40000
18679,Senior Staff,80953
18681,Senior Engineer,77064
18701,Senior Staff,58282
18706,Senior Staff,47897
18723,Senior Engineer,40000
18725,Senior Staff,48904
18728,Senior Engineer,42857
18756,Engineer,58164
18769,Engineer,46459
18770,Senior Engineer,55686
18771,Senior Staff,51637
18775,Senior Engineer,62152
18782,Engineer,40000
18784,Senior Staff,48213
18786,Senior Engineer,40000
18789,Senior Staff,61935
18790,Senior Engineer,41481
18799,Senior Staff,42095
18806,Senior Staff,59955
18809,Senior Staff,63500
18811,Senior Staff,59977
18817,Staff,40000
18832,Engineer,61763
18833,Senior Engineer,46611
18835,Senior Engineer,40000
18857,Engineer,40000
18865,Senior Engineer,73055
18866,Assistant Engineer,56470
18888,Engineer,40562
18890,Senior Staff,43372
18892,Senior Staff,75422
18919,Senior Engineer,63564
18921,Senior Engineer,73112
18927,Senior Engineer,40000
18933,Senior Engineer,47862
18943,Senior Staff,54916
18946,Senior Engineer,40000
18955,Senior Engineer,60604
18979,Senior Engineer,76060
18980,Senior Engineer,56699
18986,Senior Staff,55714
18989,Senior Staff,53559
18994,Senior Staff,69135
19006,Senior Engineer,40000
19012,Senior Staff,56894
19014,Senior Staff,49781
19027,Senior Engineer,46182
19029,Senior Engineer,40000
19031,Senior Staff,86266
19035,Senior Engineer,45728
19036,Senior Staff,61331
19037,Senior Engineer,40000
19042,Senior Engineer,40000
19048,Senior Staff,64540
19049,Senior Staff,40000
19051,Technique Leader,70956
19052,Staff,93907
19076,Senior Staff,40000
19089,Senior Engineer,64741
19108,Senior Staff,70249
19109,Senior Staff,46911
19113,Staff,99390
19114,Senior Staff,71920
19120,Engineer,49416
19129,Technique Leader,40000
19134,Senior Staff,89672
19147,Senior Staff,76197
19151,Senior Staff,40000
19154,Senior Staff,40000
19160,Senior Staff,72108
19162,Technique Leader,40000
19192,Senior Engineer,56767
19194,Senior Staff,40000
19201,Staff,85848
19202,Staff,72229
19205,Staff,93690
19206,Senior Engineer,71889
19209,Staff,40000
19244,Staff,51173
19249,Senior Engineer,40000
19256,Senior Staff,40000
19259,Senior Engineer,47060
19268,Senior Engineer,40000
19293,Assistant Engineer,50563
19294,Technique Leader,40000
19310,Senior Engineer,55989
19318,Senior Staff,55717
19328,Engineer,40000
19329,Senior Engineer,48046
19332,Senior Engineer,66487
19333,Senior Engineer,44724
19335,Senior Staff,40000
19343,Staff,44351
19353,Senior Engineer,58474
19356,Senior Staff,51642
19381,Senior Staff,82438
19386,Senior Staff,71095
19393,Senior Staff,52070
19394,Senior Staff,70830
19397,Senior Staff,46492
19406,Senior Engineer,49576
19419,Senior Staff,52164
19422,Senior Engineer,48435
19425,Senior Engineer,53627
19442,Senior Engineer,51952
19445,Engineer,46101
19453,Senior Staff,40000
19454,Senior Staff,40000
19467,Senior Staff,40000
19482,Engineer,56885
19487,Senior Engineer,64256
19488,Senior Engineer,45504
19493,Senior Engineer,59120
19501,Senior Staff,72030
19503,Senior Engineer,43939
19504,Engineer,45465
19511,Senior Staff,69281
19515,Senior Engineer,79297
19516,Staff,66455
19518,Staff,48762
19543,Senior Engineer,55814
19546,Engineer,40000
19565,Assistant Engineer,40000
19570,Engineer,40000
19580,Senior Staff,82037
19583,Senior Staff,64800
19586,Senior Engineer,40000
19602,Senior Engineer,51525
19604,Senior Engineer,53992
19612,Senior Staff,83131
19614,Engineer,62330
19616,Engineer,45859
19617,Engineer,43394
19621,Senior Engineer,40000
19624,Senior Staff,49259
19629,Senior Staff,81751
19633,Senior Engineer,40000
19634,Senior Staff,50862
19637,Senior Engineer,45831
19639,Senior Staff,40000
19640,Engineer,71369
19644,Senior Engineer,53423
19653,Technique Leader,40000
19661,Senior Staff,40000
19663,Senior Staff,74026
19665,Technique Leader,63601
19666,Engineer,69372
19667,Senior Staff,52876
19669,Senior Staff,68024
19674,Senior Staff,40000
19675,Senior Staff,90306
19678,Senior Engineer,40000
19689,Staff,48791
19708,Staff,49169
19709,Senior Engineer,62904
19712,Senior Staff,40000
19720,Senior Engineer,40000
19722,Senior Staff,41559
19723,Senior Staff,54056
19724,Senior Staff,69399
19728,Senior Staff,78721
19737,Engineer,86017
19738,Senior Staff,74083
19744,Senior Engineer,59739
19746,Staff,41247
19758,Senior Engineer,40000
19766,Senior Staff,52681
19771,Staff,89448
19776,Assistant Engineer,40000
19777,Senior Staff,63089
19791,Senior Engineer,45827
19804,Staff,53435
19814,Senior Staff,40000
19818,Assistant Engineer,40000
19826,Senior Staff,53382
19828,Senior Engineer,48504
19831,Engineer,59533
19839,Senior Engineer,40424
19841,Staff,49999
19843,Staff,84534
19849,Staff,69889
19874,Senior Staff,98732
19882,Senior Staff,40000
19900,Assistant Engineer,54393
19901,Senior Staff,40000
19904,Engineer,44347
19929,Technique Leader,40000
19931,Senior Engineer,60653
19933,Senior Staff,42732
19940,Senior Staff,50833
19943,Technique Leader,57412
19944,Senior Engineer,48481
19946,Staff,54941
19950,Senior Engineer,40000
19955,Senior Staff,65157
19971,Staff,40000
19975,Senior Engineer,40000
19982,Senior Engineer,40000
19984,Senior Engineer,63176
19996,Senior Engineer,56085
20002,Staff,64072
20006,Senior Engineer,60279
20013,Senior Engineer,40000
20022,Engineer,43670
20024,Senior Engineer,62352
20037,Senior Engineer,40000
20039,Senior Staff,60465
20042,Senior Staff,75326
20043,Senior Engineer,53571
20048,Engineer,45566
20055,Senior Staff,40000
20059,Technique Leader,40000
20060,Senior Engineer,40000
20063,Senior Staff,52629
20065,Staff,51604
20068,Senior Engineer,40000
20069,Senior Staff,40000
20075,Senior Engineer,43803
20083,Staff,40000
20091,Senior Staff,40000
20117,Senior Engineer,56609
20119,Technique Leader,51975
20121,Staff,42115
20130,Staff,78448
20148,Senior Staff,76785
20159,Technique Leader,41110
20169,Senior Engineer,55381
20170,Senior Staff,85953
20171,Senior Engineer,57586
20181,Staff,87295
20186,Senior Engineer,57321
20189,Senior Engineer,40797
20197,Staff,40000
20218,Senior Engineer,40000
20221,Senior Engineer,40000
20222,Senior Staff,48534
20245,Senior Engineer,53786
20251,Engineer,40000
20259,Senior Engineer,48386
20265,Senior Engineer,53518
20266,Senior Staff,85168
20284,Senior Engineer,40000
20305,Senior Staff,106332
20316,Senior Staff,40000
20325,Senior Staff,69040
20327,Assistant Engineer,42856
20334,Technique Leader,42423
20336,Engineer,73502
20338,Staff,40000
20339,Senior Engineer,40000
20346,Senior Engineer,40000
20358,Senior Engineer,64948
20367,Senior Engineer,40000
20368,Senior Staff,40000
20375,Senior Engineer,40000
20392,Senior Engineer,56391
20402,Senior Engineer,42237
20403,Engineer,40000
20405,Senior Engineer,51756
20407,Senior Engineer,53687
20408,Senior Engineer,40000
20416,Engineer,40000
20425,Staff,40000
20435,Senior Staff,71488
20436,Senior Staff,69600
20440,Senior Engineer,51065
20450,Senior Engineer,41934
20454,Senior Engineer,40000
20456,Engineer,46657
20489,Senior Engineer,47269
20490,Senior Staff,40410
20494,Senior Staff,82543
20498,Senior Engineer,40000
20528,Senior Staff,54377
20530,Senior Engineer,61897
20534,Senior Staff,47183
20538,Senior Staff,61619
20545,Senior Staff,73867
20548,Senior Staff,47132
20550,Technique Leader,40000
20558,Senior Staff,40000
20562,Senior Engineer,45899
20585,Senior Engineer,70715
20586,Senior Engineer,67653
20601,Senior Staff,54492
20602,Engineer,53455
20606,Senior Staff,40000
20621,Senior Staff,66479
20624,Assistant Engineer,42597
20625,Engineer,40000
20626,Senior Engineer,40000
20631,Technique Leader,40000
20635,Engineer,52035
20636,Senior Staff,40000
20640,Senior Engineer,40000
20651,Senior Engineer,49811
20666,Senior Engineer,40000
20674,Senior Staff,54297
20693,Senior Engineer,40000
20708,Senior Staff,63353
20716,Staff,40000
20728,Senior Staff,98529
20751,Senior Staff,49983
20755,Senior Engineer,40000
20757,Senior Engineer,40000
20765,Senior Staff,45556
20766,Senior Engineer,40000
20793,Senior Engineer,40220
20794,Senior Engineer,70498
20813,Senior Staff,107655
20820,Senior Engineer,70573
20828,Senior Staff,76056
20836,Senior Staff,84293
20857,Senior Staff,40000
20860,Senior Engineer,40000
20881,Engineer,41062
20903,Senior Engineer,51887
20923,Senior Staff,80332
20928,Senior Engineer,42339
20929,Senior Engineer,40000
20949,Senior Engineer,41828
20957,Senior Staff,40000
20958,Senior Engineer,55761
20964,Staff,85572
20965,Senior Engineer,40000
20968,Technique Leader,40063
20974,Senior Staff,80291
20979,Senior Staff,86006
20987,Senior Staff,72003
21007,Senior Staff,63979
21011,Senior Engineer,46023
21019,Staff,60171
21037,Senior Staff,40000
21044,Senior Engineer,40433
21053,Staff,89731
21054,Senior Engineer,52658
21078,Engineer,54258
21092,Senior Engineer,40000
21109,Senior Engineer,56522
21110,Senior Staff,88140
21127,Senior Engineer,65549
21133,Senior Staff,80323
21135,Senior Staff,93668
21138,Staff,60656
21143,Senior Staff,82365
21157,Senior Engineer,40000
21161,Senior Staff,40000
21165,Senior Engineer,57958
21171,Staff,43859
21178,Engineer,40000
21192,Senior Engineer,40000
21206,Senior Engineer,65765
21210,Technique Leader,40000
21211,Engineer,55407
21214,Engineer,56646
21229,Senior Engineer,40000
21239,Senior Staff,49269
21251,Senior Engineer,55174
21255,Staff,40000
21275,Senior Staff,40000
21288,Senior Engineer,40000
21299,Senior Staff,40000
21312,Assistant Engineer,43128
21321,Senior Engineer,58022
21336,Technique Leader,40000
21344,Staff,84814
21347,Senior Staff,73742
21361,Senior Staff,84832
21363,Senior Engineer,52656
21373,Engineer,56985
21391,Senior Engineer,58700
21396,Senior Engineer,59553
21402,Senior Engineer,40000
21409,Senior Staff,63099
21412,Staff,55407
21413,Senior Staff,102879
21421,Senior Staff,58531
21432,Senior Staff,45799
21444,Senior Engineer,40000
21454,Senior Staff,40000
21458,Senior Engineer,40000
21470,Senior Staff,45639
21479,Senior Engineer,42045
21505,Senior Engineer,40000
21507,Senior Staff,40000
21509,Senior Staff,70233
21512,Engineer,52336
21518,Senior Staff,54437
21523,Senior Engineer,40000
21527,Senior Engineer,40000
21537,Staff,90832
21542,Senior Staff,56185
21547,Senior Engineer,40000
21548,Senior Engineer,49951
21555,Senior Engineer,40000
21560,Senior Staff,66010
21566,Senior Staff,61752
21580,Engineer,53897
21583,Senior Staff,44042
21585,Senior Engineer,61381
21588,Staff,55000
21597,Senior Engineer,40000
21609,Senior Staff,80510
21612,Senior Staff,82560
21615,Technique Leader,79062
21636,Senior Staff,48121
21639,Senior Engineer,44814
21642,Senior Engineer,49874
21643,Senior Engineer,40210
21646,Senior Engineer,41370
21648,Senior Staff,42629
21660,Senior Engineer,40000
21663,Technique Leader,40000
21666,Engineer,68269
21674,Technique Leader,44125
21675,Engineer,40000
21677,Senior Staff,40000
21683,Senior Staff,51350
21686,Engineer,55890
21692,Senior Engineer,57798
21693,Senior Staff,87515
21697,Senior Staff,78956
21704,Engineer,40000
21705,Senior Staff,51814
21708,Senior Engineer,40000
21713,Senior Staff,40208
21715,Technique Leader,48853
21725,Assistant Engineer,47368
21741,Senior Engineer,40000
21750,Senior Engineer,41094
21751,Technique Leader,40000
21754,Senior Engineer,42362
21758,Senior Staff,81328
21767,Senior Staff,40000
21783,Senior Engineer,64772
21808,Senior Staff,40610
21820,Senior Staff,81547
21832,Senior Staff,64710
21835,Senior Engineer,48163
21844,Staff,50924
21846,Senior Engineer,52743
21848,Senior Engineer,42767
21851,Senior Staff,68104
21859,Senior Engineer,71833
21871,Engineer,43249
21877,Engineer,75382
21894,Senior Staff,54884
21897,Senior Staff,85262
21908,Senior Engineer,52324
21915,Senior Engineer,40000
21920,Senior Engineer,56825
21926,Engineer,73514
21932,Senior Engineer,51378
21944,Staff,40000
21953,Staff,88127
21976,Senior Staff,56844
21980,Senior Staff,53209
21984,Staff,40000
21987,Staff,56799
21994,Senior Staff,53931
22008,Senior Staff,52459
22012,Senior Engineer,42886
22023,Senior Staff,46984
22024,Senior Engineer,41467
22030,Senior Staff,57100
22054,Senior Staff,40000
22066,Senior Engineer,40000
22072,Senior Engineer,51418
22081,Senior Engineer,41698
22095,Senior Staff,50512
22100,Senior Staff,85569
22111,Senior Staff,66782
22121,Staff,40000
22133,Senior Staff,40000
22135,Staff,48289
22136,Senior Staff,69488
22140,Senior Staff,62443
22146,Technique Leader,40000
22150,Senior Staff,67163
22165,Staff,63349
22179,Senior Staff,71161
22180,Engineer,43450
22190,Technique Leader,58561
22196,Senior Engineer,40000
22205,Senior Staff,53244
22210,Senior Staff,63788
22216,Assistant Engineer,64616
22224,Senior Staff,61487
22226,Senior Staff,43408
22234,Senior Engineer,56671
22255,Senior Engineer,43442
22263,Senior Staff,58364
22265,Senior Engineer,40000
22269,Senior Staff,40000
22271,Senior Engineer,40000
22282,Senior Staff,60024
22292,Senior Staff,40000
22303,Senior Engineer,51855
22309,Engineer,62189
22310,Senior Staff,44049
22311,Assistant Engineer,40000
22325,Staff,44813
22326,Senior Staff,74850
22332,Senior Staff,40000
22337,Senior Staff,40000
22367,Senior Engineer,40329
22370,Staff,76113
22372,Senior Engineer,43809
22374,Senior Staff,76757
22375,Technique Leader,47344
22381,Senior Staff,77651
22382,Senior Engineer,65504
22391,Senior Staff,40000
22405,Senior Staff,56020
22416,Senior Staff,40000
22424,Engineer,47921
22429,Senior Engineer,41561
22437,Senior Engineer,41444
22440,Senior Staff,40000
22441,Senior Engineer,64361
22443,Technique Leader,51204
22480,Senior Staff,78893
22482,Senior Engineer,40000
22496,Senior Engineer,44922
22508,Staff,45862
22509,Engineer,61470
22511,Engineer,40000
22520,Senior Engineer,45814
22530,Senior Staff,80189
22535,Staff,60182
22536,Senior Engineer,40000
22549,Senior Staff,52206
22554,Senior Staff,48595
22557,Senior Staff,82178
22584,Engineer,40000
22590,Senior Staff,83493
22593,Senior Staff,52423
22596,Senior Engineer,47430
22601,Senior Staff,56272
22609,Staff,66371
22617,Senior Engineer,40000
22620,Senior Staff,62623
22623,Senior Engineer,46491
22625,Senior Engineer,40000
22649,Senior Engineer,40376
22663,Senior Engineer,64475
22682,Senior Engineer,40000
22688,Senior Staff,43606
22691,Senior Staff,62992
22693,Senior Staff,75385
22702,Senior Engineer,40000
22716,Engineer,64602
22720,Senior Staff,52448
22722,Senior Staff,40000
22726,Senior Staff,67607
22728,Senior Staff,99580
22730,Senior Staff,51123
22731,Engineer,40000
22735,Senior Engineer,42702
22740,Senior Engineer,49686
22744,Senior Engineer,51822
22749,Senior Engineer,53701
22753,Senior Engineer,40000
22755,Senior Staff,63264
22758,Senior Staff,59665
22766,Senior Engineer,40000
22769,Assistant Engineer,56079
22772,Senior Staff,46367
22776,Senior Staff,54775
22783,Senior Staff,83582
22786,Senior Staff,105882
22788,Senior Staff,40000
22794,Senior Staff,40000
22809,Senior Engineer,40000
22810,Engineer,49175
22812,Senior Staff,53399
22816,Staff,40000
22833,Assistant Engineer,51912
22838,Senior Engineer,40000
22849,Technique Leader,59451
22854,Senior Staff,41649
22855,Technique Leader,46111
22860,Staff,70362
22861,Senior Engineer,56524
22863,Staff,57027
22873,Senior Staff,59298
22878,Senior Engineer,46933
22886,Senior Engineer,40000
22887,Senior Engineer,74536
22889,Senior Engineer,40000
22894,Senior Staff,76090
22897,Senior Engineer,40000
22904,Engineer,40000
22908,Staff,40000
22910,Staff,72381
22917,Senior Engineer,47460
22919,Senior Engineer,40000
22923,Senior Engineer,43991
22924,Technique Leader,53978
22928,Senior Engineer,40000
22934,Senior Staff,91442
22935,Senior Engineer,40000
22940,Senior Engineer,40000
22947,Senior Engineer,61316
22953,Senior Staff,43331
22961,Engineer,44463
22962,Staff,40000
22987,Senior Engineer,40708
